Vỏ máy tính EDRA ECS1105 Micro-ATX
Vỏ máy tính Cooler Master ELITE 301 BLACK
Vỏ máy tính Cooler Master CD600 Black
Vỏ máy tính Corsair FRAME 4000D Modular Mid-Tower Black (CC-9011290-WW)
Vỏ máy tính Corsair FRAME 4000D Modular Mid-Tower White (CC-9011291-WW)
Vỏ máy tính Jetek CSGO2 Wukong White
Vỏ máy tính Jetek CSGO2 Wukong Black
Vỏ máy tính Xigmatek QUANTUM ARCTIC 3GF
Vỏ máy tính Thermaltake H570 TG ARGB
Vỏ máy tính ASUS ROG Hyperion GR701 BTF Edition
Vỏ máy tính ASUS ProArt PA602 Wood Edition
Vỏ máy tính Lian Li O11 Vision Compact White
Vỏ máy tính Lian Li O11 Vision Compact Black
Vỏ máy tính ASUS TUF Gaming GT302 ARGB White
Vỏ máy tính Jetek X9133B ATX
Vỏ máy tính Lian Li A3 mATX Black (Mặt gỗ trước)
Vỏ máy tính Cooler Master SHARK X White (Phiên bản giới hạn)
Vỏ máy tính Lian Li O11D Evo RGB White
Vỏ máy tính Lian Li O11D Evo RGB Black
Vỏ máy tính Corsair iCUE LINK 3500X TG Mid Tower White (CC-9011281-WW)
Vỏ máy tính Corsair iCUE LINK 3500X TG Mid Tower Black (CC-9011280-WW)
Vỏ máy tính Corsair 3500X TG Mid Tower White (CC-9011277-WW)
Vỏ máy tính Corsair 3500X TG Mid Tower Black (CC-9011276-WW)
Vỏ máy tính MIK BARBATOS M WHITE
Vỏ máy tính MIK BARBATOS M BLACK
Vỏ máy tính Corsair 5000D CORE AIRFLOW Black (CC-9011261-WW)
Vỏ máy tính Jetek EN22
Vỏ máy tính Xigmatek QUANTUM 3GF
Vỏ máy tính Xigmatek Gaming X II 3F
Vỏ máy tính Thermaltake Tower 300 Bumblebee - Micro Tower
Vỏ máy tính Jetek CSGO2 Z7 Black
Vỏ máy tính Cougar MX600 RGB BLACK
Vỏ máy tính ASUS ProArt PA602
Vỏ máy tính Thermaltake Tower 300 Matcha Green - Micro Tower
Vỏ máy tính Corsair 6500X TG Mid-Tower White (CC-9011258-WW)
Vỏ máy tính Corsair 6500X TG Mid-Tower Black (CC-9011257-WW)
Vỏ máy tính Corsair 6500D Airflow TG Mid-Tower White (CC-9011260-WW)
Vỏ máy tính Corsair 2500X TG Mid-Tower White (CC-9011266-WW)
Vỏ máy tính Corsair 2500X TG Mid-Tower Black (CC-9011265-WW)
Vỏ máy tính Corsair 6500D Airflow TG Mid-Tower Black (CC-9011259-WW)
Vỏ máy tính Corsair 2500D Airflow TG Mid-Tower White (CC-9011264-WW)
Vỏ máy tính Corsair 2500D Airflow TG Mid-Tower Black (CC-9011263-WW)
Vỏ máy tính Xigmatek QUANTUM ARCTIC 3F
Vỏ máy tính MSI MPG GUNGNIR 300R AIRFLOW WHITE
Vỏ máy tính MSI MPG GUNGNIR 300R AIRFLOW
Vỏ máy tính HYTE Y70 Touch Infinite Black
Vỏ máy tính HYTE Y70 Touch Black/ White
Vỏ máy tính HYTE Y70 Touch Infinite Snow White
Vỏ máy tính ASUS A21 WHITE
Vỏ máy tính ASUS A21 BLACK
